trial,eval,score,best_score,params
339,3,1679.4581,1766.8291,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7662;-0.4079;-0.2086;0.6709;0.2895;-0.8450;-1.0000
340,3,1054.6893,1766.8291,-0.1602;0.0299;0.6043;0.8868;-0.7794;-0.7662;-0.4079;0.1481;0.6709;0.2895;-0.3551;-1.0000
341,3,1174.8101,1766.8291,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7662;-0.4079;-0.2086;0.8152;0.2895;-0.3551;-1.0000
342,3,1607.7432,1766.8291,-0.1602;0.0299;1.0000;0.9400;-0.7794;-0.7662;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-1.0000
343,3,1446.8170,1766.8291,-0.1602;0.0299;0.6043;0.9400;-0.8894;-0.7662;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-1.0000
344,3,833.2057,1766.8291,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7662;-0.4079;0.2200;0.6709;0.2895;-0.3551;-1.0000
345,3,1505.6490,1766.8291,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7662;-0.5434;-0.2086;0.6709;0.2895;-0.3551;-1.0000
346,3,1361.3685,1766.8291,-0.1602;0.0299;0.5605;0.9400;-0.7794;-0.4471;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-1.0000
347,3,1600.1782,1766.8291,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7662;-0.4079;-0.2086;0.6709;0.2895;-0.4237;-1.0000
348,3,1752.6089,1766.8291,-0.1602;0.0299;0.5002;0.9400;-0.7794;-0.9151;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-1.0000
349,3,1578.2663,1766.8291,-0.1602;0.0299;0.6128;0.9400;-0.7794;-0.7662;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-1.0000
350,3,1606.9110,1766.8291,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7662;-0.4079;-0.2086;0.6709;0.2895;-0.5004;-1.0000
351,3,1610.8520,1766.8291,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7662;-0.4079;-0.2086;0.6646;0.2895;-0.3551;-1.0000
352,3,1534.4739,1766.8291,-0.1602;0.0299;0.6043;0.7552;-0.7794;-0.7662;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-0.6272
353,3,1779.9637,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-1.0000
354,3,1623.1709,1779.9637,-0.1602;0.0299;0.4734;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-1.0000
355,3,1096.2183,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.8526;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.6321;-1.0000
356,3,1345.6802,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.5127;0.2895;-0.3551;-1.0000
357,3,1363.9407,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.0352;0.6709;0.2895;-0.3551;-1.0000
358,3,1584.9099,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-1.0000;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-1.0000
359,3,1276.3750,1779.9637,-0.1602;-0.7016;0.6043;0.9400;-0.7794;-0.3145;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-1.0000
360,3,1558.5766,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.7754;0.2895;-0.3551;-1.0000
361,3,1478.8315,1779.9637,-0.1602;0.0299;0.6696;0.9400;-0.7794;-0.7607;-0.4079;-0.2439;0.6709;0.2895;-0.3551;-1.0000
362,3,1699.0798,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.7159;0.2895;-0.3551;-1.0000
363,3,1486.4355,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.3491;-0.1068;0.6709;0.2895;-0.3551;-1.0000
364,3,1472.4809,1779.9637,-0.1602;-0.4372;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.3499;-0.3551;-1.0000
365,3,1339.6632,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.9804;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-1.0000
366,3,1603.6691,1779.9637,-0.1602;0.0299;0.6043;0.8742;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-0.3123
367,3,1760.6950,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.2915;-0.2086;0.6709;0.2895;-0.0660;-1.0000
368,3,1655.5524,1779.9637,-0.1602;0.0299;0.6043;1.0000;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-1.0000
369,3,1566.2230,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.5096;-0.2086;0.6709;0.2895;-0.3551;-1.0000
370,3,1154.3510,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.4319;0.2895;-0.3551;-1.0000
371,3,1677.6657,1779.9637,-0.1602;0.0299;0.6043;0.8898;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-1.0000
372,3,1424.6051,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.4717;0.2895;-0.3551;-1.0000
373,3,1565.0964,1779.9637,-0.1602;0.0299;0.6043;0.7756;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-1.0000
374,3,1602.9606,1779.9637,0.1620;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-1.0000
375,3,841.8361,1779.9637,-0.1602;0.0299;0.6043;0.9400;-1.0000;-0.7607;-0.4079;-0.4189;0.6709;0.2895;-0.3551;-1.0000
376,3,1537.5494,1779.9637,0.1635;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.3988;-1.0000
377,3,1224.0096,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.5483;0.6709;0.2895;-0.3551;-1.0000
378,3,1341.5200,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.9064;-0.4079;-0.2086;0.2008;0.2895;-0.3551;-1.0000
379,3,1733.7073,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-1.0000;-0.2086;0.6709;0.2895;-0.4694;-1.0000
380,3,939.5141,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.8351;0.2895;-0.3551;-0.6403
381,3,1023.0294,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;-0.4150;-0.3551;-1.0000
382,3,1588.7413,1779.9637,-0.1602;0.0299;0.4706;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2761;-0.3551;-1.0000
383,3,895.1525,1779.9637,-0.1602;0.0299;0.6043;0.9400;-1.0000;-0.7607;-0.4079;-0.4378;0.6709;0.2895;-0.3551;-1.0000
384,3,1091.8033,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.5735;-0.2086;0.8434;0.2895;-0.3551;-1.0000
385,3,1409.9662,1779.9637,-0.1602;0.0299;0.6043;0.9065;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.5898;-1.0000
386,3,1624.4877,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.8309;-0.7567
387,3,1540.2886,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.7536;-0.2086;0.6709;0.2895;-0.3551;-1.0000
388,3,1779.9637,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-1.0000
389,3,1441.7662,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.0791;0.6709;0.2895;-0.3551;-1.0000
390,3,1505.3575,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7670;-0.4079;-0.2086;0.6709;0.0741;-0.3551;-1.0000
391,3,1612.5584,1779.9637,-0.1338;0.0299;0.6043;1.0000;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-1.0000
392,3,1662.9308,1779.9637,-0.1602;0.0299;0.6043;0.8661;-0.7794;-0.9769;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-1.0000
393,3,1373.7085,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.8417;0.2895;-0.3551;-1.0000
394,3,1066.9701,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;1.0000;0.2895;-0.3551;-1.0000
395,3,1680.2992,1779.9637,-0.1602;0.0299;0.5998;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-1.0000
396,3,1062.1054,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.3817;0.2895;-0.3551;-1.0000
397,3,1551.9063,1779.9637,-0.1602;0.0299;0.1758;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-0.8701
398,3,910.0576,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.6131;-0.3551;-1.0000
399,3,1564.5710,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.6369;-0.2086;0.6709;0.2895;-0.3551;-1.0000
400,3,1651.1609,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-0.7300
401,3,1533.8308,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2958;-1.0000
402,3,1655.5524,1779.9637,-0.1602;0.0299;0.6043;1.0000;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-1.0000
403,3,1671.3231,1779.9637,-0.1602;0.0299;1.0000;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-1.0000
404,3,1437.9833,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.3006;-0.2086;0.6709;0.2895;-0.3551;-1.0000
405,3,1734.1644,1779.9637,-0.3170;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-1.0000
406,3,1110.5386,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.5428;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-1.0000
407,3,1660.9013,1779.9637,-0.1602;-0.3061;0.6043;0.7230;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-1.0000
408,3,1766.7153,1779.9637,-0.1602;0.0299;0.6043;1.0000;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-0.7179
409,3,1561.8001,1779.9637,-0.1602;0.0299;0.6043;0.9867;-0.8774;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-1.0000
410,3,1090.3925,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;-0.0994;-0.3551;-1.0000
411,3,1411.3590,1779.9637,-0.3905;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-1.0000
412,3,1618.6354,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.5481;-1.0000
413,3,1168.0409,1779.9637,-0.5176;0.0299;0.6043;0.9400;-0.7794;-0.8412;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-1.0000
414,3,1696.0648,1779.9637,-0.1602;0.0299;0.6043;0.9815;-0.7794;-0.7607;-0.4079;-0.2086;0.7217;0.2895;-0.3551;-1.0000
415,3,1600.8554,1779.9637,-0.1602;0.0299;0.5917;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2369;-0.3551;-1.0000
416,3,1637.6157,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.4607;-0.4079;-0.1217;0.6709;0.2895;-0.3551;-1.0000
417,3,1616.8144,1779.9637,-0.1943;0.0299;0.6043;0.9400;-0.7794;-0.5991;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-1.0000
418,3,1614.5387,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.3333;-0.2086;0.6709;0.2895;-0.3551;-1.0000
419,3,1779.9637,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-1.0000
420,3,1779.9637,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-1.0000
421,3,621.2166,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.5298;-0.3551;-1.0000
422,3,1346.5844,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2201;-0.3551;-1.0000
423,3,1637.2299,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.8018;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-1.0000
424,3,991.2030,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.5633;-0.3551;-1.0000
425,3,1320.3131,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.6607;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-1.0000
426,3,1571.3578,1779.9637,-0.1602;0.0299;0.6043;1.0000;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.3541;-0.3551;-1.0000
427,3,673.3034,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.1856;-0.2086;0.6497;0.2895;-0.3551;-1.0000
428,3,1066.9701,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;1.0000;0.2895;-0.3551;-1.0000
429,3,641.7986,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.2764;-0.4079;-0.4133;0.6709;0.2895;-0.3551;-1.0000
430,3,1617.1341,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.5522;-0.2086;0.6709;0.2895;-0.3551;-1.0000
431,3,1633.6375,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.6050;-1.0000
432,3,1532.4417,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.5895;0.2895;-0.3551;-1.0000
433,3,1723.1477,1779.9637,-0.1602;0.2088;0.6043;0.9400;-0.8204;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-1.0000
434,3,1499.0200,1779.9637,-0.3633;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.4357;-0.3551;-1.0000
435,3,1671.3231,1779.9637,-0.1602;0.0299;1.0000;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-1.0000
436,3,1595.6433,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.2593;-0.2086;0.6709;0.2895;-0.3551;-1.0000
437,3,1689.0799,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7263;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-1.0000
438,3,959.6115,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.6282;-0.3551;-1.0000
439,3,1169.9794,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.4195;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-1.0000
440,3,1510.5267,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.3671;0.6917;0.2895;-0.3551;-1.0000
441,3,1625.7520,1779.9637,-0.1602;-0.0297;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-1.0000
442,3,1628.7050,1779.9637,-0.1602;0.0299;0.6425;0.9400;-0.7794;-0.6380;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-1.0000
443,3,923.1488,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;1.0000;0.2895;-0.3551;-0.6436
444,3,1693.4426,1779.9637,-0.0624;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-1.0000
445,3,1498.7339,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.6628;-0.2086;0.6709;0.2895;-0.3551;-1.0000
446,3,902.5957,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;-0.1199;-0.3551;-1.0000
447,3,1457.0914,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.5897;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-1.0000
448,3,1642.9452,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.1705;0.6709;0.2895;-0.3551;-1.0000
449,3,1292.6992,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.6691;-0.7607;-0.4079;-0.2086;0.6709;0.1606;-0.3551;-1.0000
450,3,1181.2543,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7877;0.0169;-0.2086;0.6709;0.2895;-0.3551;-1.0000
451,3,1689.7907,1779.9637,-0.1602;0.0299;0.6043;1.0000;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-0.9921
452,3,1074.2209,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.0900;-0.3551;-0.7488
453,3,1510.2937,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6177;0.2895;-0.3551;-1.0000
454,3,1621.8451,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.5367;-0.2086;0.6709;0.2895;-0.3551;-1.0000
455,3,1611.5977,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7392;-0.4079;-0.2086;0.7396;0.2895;-0.3551;-1.0000
456,3,1502.5021,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.3302;0.6709;0.3359;-0.3551;-1.0000
457,3,1096.5803,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.4212;0.6709;0.2895;-0.3551;-1.0000
458,3,1587.5892,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.4235;-1.0000
459,3,1714.3201,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.7909;-1.0000
460,3,1655.5524,1779.9637,-0.1602;0.0299;0.6043;1.0000;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-1.0000
461,3,1779.9637,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-1.0000
462,3,1582.8630,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2825;-1.0000
463,3,1745.9934,1779.9637,-0.1602;0.0299;0.6043;0.7296;-0.7794;-1.0000;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-1.0000
464,3,1779.9637,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-1.0000
465,3,1746.6397,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.3953;-0.2086;0.6709;0.2895;-0.3551;-1.0000
466,3,1460.5837,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7929;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-1.0000
467,3,1537.2458,1779.9637,-0.1602;0.0299;0.4530;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-1.0000
468,3,1066.9701,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;1.0000;0.2895;-0.3551;-1.0000
469,3,1583.8416,1779.9637,-0.1602;-0.2969;0.8310;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-1.0000
470,3,1457.3291,1779.9637,-0.5793;0.0299;0.6043;0.9400;-0.7794;-0.5373;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-1.0000
471,3,1568.1974,1779.9637,-0.1602;0.0208;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.3935;-1.0000
472,3,1549.4772,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2237;-0.3551;-1.0000
473,3,1717.7478,1779.9637,-0.1602;0.0199;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-1.0000
474,3,1584.9099,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-1.0000;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-1.0000
475,3,1779.9637,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-1.0000
476,3,1690.0985,1779.9637,-0.1602;-0.2583;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.0171;-1.0000
477,3,1645.5674,1779.9637,-0.1602;0.0331;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-1.0000
478,3,1434.7478,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.1471;0.6709;0.3879;-0.3551;-1.0000
479,3,1695.7954,1779.9637,-0.3554;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-1.0000
480,3,1171.4589,1779.9637,-0.1602;0.0299;0.9210;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.8387;0.2895;-0.3551;-1.0000
481,3,1679.3700,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.8029;-0.2086;0.6709;0.2895;-0.3551;-1.0000
482,3,1634.1525,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.4922;-1.0000
483,3,1616.0657,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.7607;-0.1578;-0.2086;0.6709;0.2895;-0.3551;-1.0000
484,3,1540.9571,1779.9637,-0.1602;0.0299;0.6043;0.9400;-1.0000;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-1.0000
485,3,1473.1958,1779.9637,-0.1602;0.0299;0.6043;0.9400;-0.7794;-0.9656;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-1.0000
486,3,1800.2625,1800.2625,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-1.0000
487,3,819.4069,1800.2625,-0.1602;0.0299;1.0000;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.6354;-0.3551;-1.0000
488,3,1755.1024,1800.2625,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-0.9982
489,3,1771.5067,1800.2625,-0.1602;0.0299;0.9529;1.0000;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-1.0000
490,3,1731.4904,1800.2625,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4823;-0.2086;0.6709;0.2895;-0.3551;-1.0000
491,3,1499.1950,1800.2625,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.4921;0.6709;0.2895;-0.3551;-1.0000
492,3,641.7893,1800.2625,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.5128;-0.3551;-1.0000
493,3,1703.2911,1800.2625,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.3506;-1.0000
494,3,1534.7405,1800.2625,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.5963;0.2895;-0.3551;-1.0000
495,3,1049.4714,1800.2625,-0.1602;0.0299;0.9529;0.9400;-0.9347;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-1.0000
496,3,1144.5892,1800.2625,0.0697;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;0.1645;0.6709;0.2895;-0.3551;-1.0000
497,3,1589.7145,1800.2625,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.3460;-0.2086;0.6709;0.2895;-0.4404;-1.0000
498,3,1546.9209,1800.2625,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.8178;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-1.0000
499,3,1560.4515,1800.2625,-0.1602;0.0299;1.0000;1.0000;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-1.0000
500,3,1710.5059,1800.2625,-0.1602;0.0299;0.9529;1.0000;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.3551;-0.8000
501,3,1937.5562,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
502,3,968.2906,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.2170;0.2895;-0.2284;-1.0000
503,3,1362.6963,1937.5562,-0.1602;0.0299;0.9529;1.0000;-0.7794;-0.7607;-0.4079;-0.2086;0.5671;0.2895;-0.2284;-1.0000
504,3,1136.2082,1937.5562,-0.1602;0.0299;0.6549;0.9400;-0.6554;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
505,3,880.9546,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.0100;-0.2284;-1.0000
506,3,1546.6569,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.1324;-0.2086;0.6709;0.2895;-0.2284;-1.0000
