trial,eval,score,best_score,params
1011,3,1630.4193,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.1277;0.6709;0.2895;-0.4075;-1.0000
1012,3,1767.2214,1937.5562,-0.1602;-0.0442;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2942;-0.2284;-1.0000
1013,3,681.4607,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.1765;-0.0514;0.6709;0.2895;-0.2284;-1.0000
1014,3,1505.5572,1937.5562,-0.1602;0.0805;0.9529;0.9400;-0.7794;-0.7607;-0.2203;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1015,3,1650.7715,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7083;-0.4079;-0.2086;0.7240;0.2895;-0.2284;-1.0000
1016,3,1323.1856,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.3984;-0.2086;0.6709;0.2524;-0.2284;-1.0000
1017,3,1260.0598,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-1.0000;-0.5152;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1018,3,1779.7211,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-0.9583
1019,3,1803.0383,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7701;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1020,3,1483.0717,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.8967;-0.7607;-0.4079;-0.2086;0.8547;0.2895;-0.2284;-1.0000
1021,3,1436.6703,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.1131;0.6709;0.3277;-0.2284;-1.0000
1022,3,1536.7764,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.0986;0.6709;0.2895;-0.2284;-1.0000
1023,3,1034.0152,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.1857;-0.2284;-1.0000
1024,3,1310.8253,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.3358;0.6709;0.2895;-0.2284;-1.0000
1025,3,1703.3268,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.5594;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1026,3,1584.4096,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.8309;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1027,3,880.5554,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.4731;-0.2284;-1.0000
1028,3,1625.3522,1937.5562,-0.1602;-0.1999;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-0.9335
1029,3,1937.5562,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1030,3,1847.6229,1937.5562,-0.1602;0.0279;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1031,3,1741.6859,1937.5562,-0.1602;0.0299;0.7010;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-0.9593
1032,3,1246.9872,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.9181;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1033,3,1642.7713,1937.5562,-0.1602;0.1105;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.1940;0.6709;0.2895;-0.2284;-1.0000
1034,3,1606.2761,1937.5562,0.0297;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1035,3,1483.4387,1937.5562,-0.1602;0.0299;0.9865;0.9434;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1036,3,1709.1461,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.7230;0.2895;-0.2284;-1.0000
1037,3,1329.0143,1937.5562,-0.1602;0.0299;0.9529;1.0000;-0.7794;-0.7607;-0.4079;-0.2430;0.6709;0.2895;-0.2284;-1.0000
1038,3,1854.8713,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2693;-1.0000
1039,3,1633.2950,1937.5562,-0.1602;0.0299;0.6761;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1040,3,1644.8852,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6258;0.2895;-0.2284;-1.0000
1041,3,715.2969,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.8790;0.2895;-0.2284;-1.0000
1042,3,1659.1238,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.6813;-0.7607;-0.3472;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1043,3,1463.8597,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.5597;0.6709;0.2895;-0.0441;-1.0000
1044,3,1711.3582,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7837;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1045,3,1118.3657,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.5526;0.2895;-0.2284;-1.0000
1046,3,1118.5223,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.5535;0.2895;-0.2634;-1.0000
1047,3,839.8911,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7307;-0.7607;-0.1300;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1048,3,1224.1925,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.5844;0.1267;-0.2284;-1.0000
1049,3,1741.7716,1937.5562,-0.0264;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1050,3,1598.9248,1937.5562,-0.1602;0.0406;0.9529;0.9400;-0.7794;-0.8460;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1051,3,1687.1167,1937.5562,-0.1602;0.0299;1.0000;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1052,3,828.2904,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.5205;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1053,3,1449.1046,1937.5562,-0.1602;0.0299;0.9529;0.9400;-1.0000;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1054,3,1207.5690,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.1452;-0.2284;-1.0000
1055,3,1177.6226,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.5974;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1056,3,1107.8626,1937.5562,-0.1602;0.0299;1.0000;0.9400;-0.9009;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1057,3,1780.9983,1937.5562,-0.1371;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1058,3,585.3294,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.5211;-0.7271;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1059,3,1767.6376,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-0.7706
1060,3,1679.7515,1937.5562,-0.1602;-0.0055;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1061,3,1756.8224,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7294;-0.7607;-0.7220;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1062,3,1699.1611,1937.5562,-0.2072;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1063,3,1604.6527,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.5951;0.2895;-0.2284;-0.7693
1064,3,1712.5886,1937.5562,-0.3614;0.0571;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1065,3,1728.5963,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7760;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1066,3,1669.4057,1937.5562,-0.1602;0.0299;1.0000;0.4927;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1067,3,1725.3635,1937.5562,-0.1602;0.0299;0.9529;1.0000;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-0.7380
1068,3,1613.1296,1937.5562,-0.1602;0.0299;0.7901;0.9400;-0.7243;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1069,3,1100.6353,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.3669;0.2895;-0.2284;-0.9364
1070,3,1776.0639,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-0.6355
1071,3,1683.4736,1937.5562,-0.1602;0.0299;0.9529;1.0000;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2448;-1.0000
1072,3,1363.1223,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.9130;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1073,3,1707.4262,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-0.9177
1074,3,1647.3806,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2515;0.6920;0.2895;-0.2284;-1.0000
1075,3,939.1487,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.5539;-0.2284;-1.0000
1076,3,1662.1533,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.5612;-1.0000
1077,3,1627.8912,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.1990;0.6709;0.2895;-0.2284;-1.0000
1078,3,1525.1060,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4627;-0.2086;0.6709;0.2895;-0.2284;-0.9983
1079,3,1832.6938,1937.5562,-0.1602;0.0755;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1080,3,1686.6670,1937.5562,-0.1602;0.0146;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1081,3,1581.6121,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.8025;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1082,3,1353.1936,1937.5562,-0.1602;0.0299;1.0000;0.9400;-0.7794;-0.7607;-0.0324;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1083,3,1701.1378,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.6932;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1084,3,1668.8987,1937.5562,-0.3647;0.0299;1.0000;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1085,3,1694.3420,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-0.9142
1086,3,1418.1346,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.5968;0.2895;-0.2284;-1.0000
1087,3,1570.2880,1937.5562,-0.0802;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.4093;-1.0000
1088,3,1655.9839,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-0.9167
1089,3,1746.9480,1937.5562,-0.1602;0.0299;0.9175;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1090,3,1729.8575,1937.5562,-0.4385;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4799;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1091,3,1704.8317,1937.5562,-0.1602;0.0299;0.8506;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1092,3,1763.5130,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-1.0000;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1093,3,1555.9426,1937.5562,-0.1602;0.0299;0.9529;0.7814;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1094,3,1690.6960,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.4206;-1.0000
1095,3,1455.5086,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.4425;-1.0000
1096,3,1742.2743,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-0.8585
1097,3,1499.1633,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.4531;0.6709;0.2895;-0.2284;-1.0000
1098,3,1587.3082,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.2660;-0.1884;0.6709;0.2895;-0.2284;-1.0000
1099,3,921.1253,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4880;-0.2086;0.6709;0.4775;-0.2284;-1.0000
1100,3,1937.5562,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1101,3,1644.7001,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.3916;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1102,3,1396.4403,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.4095;0.6709;0.2895;-0.2284;-1.0000
1103,3,1552.1619,1937.5562,-0.2024;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1104,3,1554.1531,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7940;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1105,3,982.8477,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.2830;0.2895;-0.2284;-1.0000
1106,3,1392.0838,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.6912;-0.4079;-0.2086;0.6709;0.0659;-0.2284;-1.0000
1107,3,1645.7777,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.1190;0.6709;0.2895;-0.2370;-1.0000
1108,3,1015.4763,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;0.0910;0.6709;0.2895;-0.2284;-1.0000
1109,3,1600.9752,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.7535;0.2895;-0.3953;-1.0000
1110,3,1566.0575,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.1095;0.7566;0.2895;-0.2284;-1.0000
1111,3,1626.9102,1937.5562,-0.2865;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1112,3,1197.8739,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.6691;-0.2086;0.6709;0.2895;0.0647;-1.0000
1113,3,1582.6835,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2525;0.6709;0.2895;-0.2284;-0.8691
1114,3,1483.8853,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.0716;0.6709;0.2895;-0.2284;-0.7949
1115,3,1601.6542,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.6461;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1116,3,1507.1330,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2480;0.6709;0.2895;-0.2284;-1.0000
1117,3,814.5592,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.3963;0.2895;-0.2284;-1.0000
1118,3,1580.4478,1937.5562,-0.1602;0.2822;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1119,3,1710.4935,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.0935;0.6709;0.2895;-0.1589;-1.0000
1120,3,1687.1167,1937.5562,-0.1602;0.0299;1.0000;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1121,3,1617.9571,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.4668;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1122,3,1657.2144,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.9147;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1123,3,1664.3180,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7272;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1124,3,1426.5224,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.8047;0.2895;-0.2284;-1.0000
1125,3,1570.5212,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.6998;-0.7167;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1126,3,1684.1385,1937.5562,-0.1602;0.1140;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1127,3,1742.8991,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2546;-1.0000
1128,3,1563.5084,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.6808;-0.5455;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1129,3,1423.4475,1937.5562,-0.2133;0.0299;0.9662;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1130,3,1653.4852,1937.5562,-0.1602;-0.1480;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;0.0823;-1.0000
1131,3,1756.8802,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.6945;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1132,3,741.0923,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.5672;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1133,3,1937.5562,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1134,3,1937.5562,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1135,3,1438.8591,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.9099;-0.4079;-0.1582;0.6709;0.2895;-0.2284;-1.0000
1136,3,1440.0688,1937.5562,-0.1602;-0.0137;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2307;-1.0000
1137,3,1720.0774,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.1891;-1.0000
1138,3,1644.9701,1937.5562,-0.1602;0.0299;0.9529;0.9113;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.3147;-1.0000
1139,3,1818.7041,1937.5562,-0.1602;0.0299;0.9709;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1140,3,1706.6956,1937.5562,-0.1602;0.0299;0.9529;0.9707;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1141,3,1536.6540,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.3346;-0.2284;-1.0000
1142,3,1634.6491,1937.5562,-0.1602;-0.0616;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-0.9673
1143,3,1259.4744,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.4564;-0.2284;-1.0000
1144,3,1937.5562,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1145,3,1803.7772,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.7315;-0.2086;0.6709;0.2895;-0.2284;-0.9445
1146,3,1764.3452,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7754;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1147,3,1149.1736,1937.5562,-0.1602;0.0299;1.0000;0.9400;-1.0000;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1148,3,1137.4333,1937.5562,-0.1792;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.1748;-0.2284;-1.0000
1149,3,1601.0667,1937.5562,-0.0281;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1150,3,1687.1167,1937.5562,-0.1602;0.0299;1.0000;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1151,3,1506.6963,1937.5562,-0.2989;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1152,3,1653.1802,1937.5562,-0.1602;0.2598;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.1849;-1.0000
1153,3,1618.4027,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4879;-0.0702;0.6709;0.2895;-0.2284;-1.0000
1154,3,1325.2098,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;-0.0117;-0.2284;-1.0000
1155,3,1864.1887,1937.5562,-0.1602;0.0826;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1156,3,1760.1542,1937.5562,-0.1602;-0.1258;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.1871;0.6709;0.2895;-0.2284;-1.0000
1157,3,1389.1341,1937.5562,-0.1602;0.0299;0.9529;1.0000;-0.7794;-0.7607;-0.5015;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1158,3,1695.0563,1937.5562,-0.1602;-0.1412;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1159,3,1710.1517,1937.5562,-0.1602;0.0299;0.9529;1.0000;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-0.8079
1160,3,1871.1330,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.9031;-0.5448;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1161,3,1747.0691,1937.5562,-0.2080;0.0299;0.9529;1.0000;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1162,3,1520.2907,1937.5562,-0.1602;0.0299;0.9756;0.9400;-0.7794;-1.0000;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1163,3,1715.2224,1937.5562,-0.1602;0.0299;1.0000;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.5674;-1.0000
1164,3,1725.4920,1937.5562,-0.2058;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-0.7941
1165,3,803.6680,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.8131;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1166,3,1848.6058,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-0.8791
1167,3,1494.2528,1937.5562,-0.1602;-0.1658;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2443;0.6709;0.2895;-0.2284;-1.0000
1168,3,1464.2841,1937.5562,-0.1486;0.0299;0.9529;0.9400;-0.7937;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-1.0000
1169,3,1698.1588,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6625;0.2895;-0.2284;-1.0000
1170,3,1495.1089,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7970;-0.4079;-0.2086;0.6709;0.2895;-0.3574;-1.0000
1171,3,918.7981,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;0.0350;0.8285;0.2895;-0.2284;-1.0000
1172,3,891.8221,1937.5562,-0.1602;-0.1137;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2689;-0.2284;-1.0000
1173,3,1729.0864,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.1154;-1.0000
1174,3,1766.7864,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.2895;-0.2324;-1.0000
1175,3,1552.8820,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.7607;-0.4079;-0.2086;0.6709;0.4473;-0.2284;-1.0000
1176,3,1692.3248,1937.5562,-0.1602;0.0299;0.9529;0.9400;-0.7794;-0.8671;-0.4079;-0.2086;0.6709;0.2895;-0.2284;-0.9821
